"Vectorz"	"Mult c=a*b^T"	false	14
2	25
6910845.507604193	"null"
6828515.502594056	"null"
6833484.092501458	"null"
6754884.499548218	"null"
6940398.140557196	"null"
6942047.745507426	"null"
6932226.416990924	"null"
6950689.423864324	"null"
6926203.965708323	"null"
6909320.010216648	"null"
6930947.043074309	"null"
6895329.291525862	"null"
6935234.443458255	"null"
6926742.84705355	"null"
6913647.404151069	"null"
6842001.852743521	"null"
6785311.222326947	"null"
6939176.440461558	"null"
6931702.032141156	"null"
6938026.013331912	"null"
6867776.214561531	"null"
6893877.867072825	"null"
6903744.405773827	"null"
6893599.865870455	"null"
6836879.31663134	"null"
3	5
4315725.083876552	"null"
4308437.669896685	"null"
4295767.773281122	"null"
4332848.727385705	"null"
4525685.857012307	"null"
4	-1
5	-1
10	-1
20	-1
50	-1
100	-1
200	-1
500	-1
1000	-1
2000	-1
5000	-1
10000	-1
